gene	MP41.D28A	MP41.D28B	MP41.D28C	MP41.D32A	MP41.D32B	MP41.D32C
IDH1	-0.261961016259564	-0.347125766960076	-0.252377779312394	-0.194728824318352	-0.259024249027694	-0.217205231322289
IDH2	-0.310386608497452	-0.0708158128986944	-0.26575283326385	-0.268022616532769	-0.142881913049178	-0.26399875252928
IDH3B	-0.218600958604311	-0.0937487860595565	-0.172674378003394	-0.22013517401629	-0.176015076472656	-0.126434968139808
IDH3G	-0.109141736040886	0.00839813953148924	-0.162190434309705	-0.136549382373762	-0.00288606289986063	-0.0856353320084009
IFIH1	-0.2600570366132	-0.177530584296717	-0.259721725787375	-0.292371039438862	-0.0802457931868603	-0.230720595750851
IKBKB	-0.309895496479157	-0.265051541654633	-0.267484298354575	-0.27320822058935	-0.163116049203033	-0.244472147493792
IKBKE	-0.14139905581601	-0.147557885719572	-0.221862919875041	-0.154908019538012	-0.204384770487144	-0.219370168420953
IL10RA	-0.354991174950664	-0.154046105050647	-0.218098493622869	-0.363510471606682	-0.153328098593076	-0.246342260576828
IL6R	-0.15652377542149	-0.202263850719846	-0.210634391422851	-0.140359983737254	-0.17630402818932	-0.197578770377349
IL6ST	-0.207418042789932	-0.202721729685764	-0.28835403191295	-0.229160747756566	-0.234341763974311	-0.210074838940496
ILF3	-0.808736552439881	-0.873946098158236	-1.1149791454592	-0.883003917598382	-1.07622459315534	-1.2417148004378
IMPDH1	-0.250447273388946	-0.258434406755322	-0.272218319524112	-0.200316812760358	-0.338812443389047	-0.242783570221677
IMPDH2	-0.484795566901754	-0.412385792539837	-0.788516726168305	-0.505010755279321	-0.624286633152937	-0.955968597691947
INCENP	-0.792763146081272	-0.97866530866654	-0.701625587669918	-0.824285439905742	-0.970234750932074	-0.802036861244906
INTS2	-0.701316947790968	-0.675372821683687	-0.762994232978933	-0.860032807990615	-0.89786592199423	-0.946701491764942
INTS6	-0.761750551612609	-0.698100764677712	-0.996375501042477	-0.756954803554056	-1.07526637987601	-1.21569120143577
INTS6L	-0.180296077332653	-0.146773145615452	-0.197990539204805	-0.224282789057082	-0.195562487792466	-0.238210051331905
IPO5	-0.247780095790033	-0.278646772068555	-0.426679017431532	-0.262373702116982	-0.314880959599713	-0.448316468233133
IPO7	-0.373471151183409	-0.398422141270217	-0.407330620375713	-0.34900801544614	-0.422512518625544	-0.373778136427496
IPO8	-0.145969929565774	-0.0118797229626439	-0.213451988771227	-0.124833099485607	0.0560884603462266	-0.185963948510383
IQCA1	-0.251664374925268	-0.3794317333646	-0.27716568704386	-0.275011098474315	-0.414154456216793	-0.284955279302545
IQCA1L	-0.119546064930267	-0.134141181228924	0.0224150761307511	-0.106046943255659	-0.0992070604516714	0.0498892266741314
IRF4	-0.517747409383541	-0.563325994727055	-0.575579400265929	-0.572109362672384	-0.621960970455185	-0.58495287266677
IRF6	-0.24535600594147	-0.242622476836739	-0.15579407329374	-0.272065102070843	-0.188786487502205	-0.198652259565938
IRF8	-0.183017506496976	-0.0910752526373611	-0.256375642902538	-0.165549081807089	-0.139076754439906	-0.219832936473977
ISCA2	-0.670215937847604	-0.836509968684727	-0.642977965748957	-0.634581491107354	-0.857707063479824	-0.714555488412464
ISL1	-0.181314454476641	-0.297859295638048	-0.319746369406759	-0.207681957574294	-0.261613401521112	-0.236553911788605
ITGB1BP2	-0.124692632564549	-0.291826011567754	-0.346578781251779	-0.143052215701761	-0.277449364324436	-0.311338611491913
ITSN1	-0.138843068415588	-0.222471064982433	-0.343680191775976	-0.251770546981363	-0.218657594440477	-0.309136674723039
ITSN2	-0.104440136240245	-0.217991406401412	-0.219192882519927	-0.132292841245595	-0.255670356530542	-0.210505461531106
JAG1	-0.0128624895023132	-0.0422018061264405	-0.10506625471895	-0.0205040278260912	-0.0716038061457445	-0.0650893822554797
JAG2	-0.137501758174408	-0.214383521977677	-0.209227744257112	-0.192570234844851	-0.24311151119728	-0.217071863202244
JUP	-0.307842645711803	-0.195402568752419	-0.261800562506484	-0.311864789714535	-0.238400837582528	-0.26381999253681
KAT6A	-0.654051326557906	-0.727923300466458	-0.838179898621079	-0.807478578326312	-0.748433355199366	-0.946788156941609
KAT6B	-0.195072225649864	-0.267885841045684	-0.228402347298518	-0.250794123641206	-0.21524575501842	-0.187655405083691
KCNG4	-0.225951525319636	-0.155720937799468	-0.242853407235646	-0.168733526914122	-0.128269856645253	-0.231144429473352
KCNMB3	-0.158141305551278	-0.260673679776547	-0.167608533549237	-0.140963237707308	-0.208516381194461	-0.270426487992134
KCNT1	-0.194712657443008	-0.265030394597618	-0.258748191811837	-0.226132539875831	-0.207843768578361	-0.31349889680966
KCNT2	-0.159687346709898	-0.225432341185081	-0.30829384647488	-0.159876921672241	-0.169014161894466	-0.205213408499284
KHSRP	-0.297765035197742	-0.257806732589372	-0.319234018946245	-0.346880297082586	-0.210389596128927	-0.413358383154295
KIAA0319	-0.261616625557708	-0.224903191114472	-0.282453954741873	-0.198064459541897	-0.254367086842261	-0.184358106088345
KIAA0319L	-0.31585227916748	-0.368414890085826	-0.258827517365151	-0.337616677435447	-0.388181567920446	-0.199064988504788
KIF11	-1.24710636991261	-1.29495679335357	-1.53677428428532	-1.31990605882248	-1.39835571889722	-1.79129859607192
KIF20A	-0.277560901798249	-0.311163587374711	-0.441145274489458	-0.282316497694927	-0.259297111148827	-0.460989919256789
KIF4A	-1.39259493756499	-1.09945288311638	-1.04416525106858	-1.36145933576191	-1.23964867272255	-1.05565681390992
KIT	-0.229937368257987	-0.20945396716561	-0.226520829292871	-0.226673310811182	-0.204234414682468	-0.191547669021243
KLF4	-0.268145841677338	-0.301154307219054	-0.346004373754448	-0.252375612079185	-0.286265891391545	-0.379663947259601
KLF5	-0.22464792148826	-0.157472717012301	-0.128619653073425	-0.217499332830495	-0.124562469328287	-0.0771188684639741
KLK12	-0.170936873352223	-0.0865678169698233	-0.261365385619701	-0.155607569348104	-0.00818882207376777	-0.281539134200426
KPNA2	-0.551897690345149	-0.356187160124942	-0.5181552529706	-0.661472130731771	-0.477578689640882	-0.602807737671009
KPNA3	-0.204041964622778	-0.156875714941384	-0.133559445754062	-0.241255141910534	-0.21829402575322	-0.11934415477133
KRT25	-0.201544551809813	-0.248668594768873	-0.303167241643322	-0.230008884209609	-0.32916293030932	-0.308268354829774
KRT37	-0.18218662944731	-0.05987237802848	-0.144544896349829	-0.158914235704303	-0.122616311593439	-0.0686421274267338
KRT38	-0.288636755123665	-0.111466608666098	-0.156591500935169	-0.308928397491764	-0.208386443249329	-0.0759130313266136
KRT74	-0.191242190346493	-0.148431231176635	-0.123966223710714	-0.144793223996861	-0.135807361925464	-0.0679353060895828
KRTAP1-1	-0.0611790762794465	-0.0856107664644637	-0.0854899148455783	-0.0683495728464415	-0.0302908030528681	0.0171379256830723
KRTAP10-10	-0.115383739956024	-0.205883417881474	-0.17467554694091	-0.142533381051565	-0.164181025856518	-0.106703124834166
L3MBTL2	-0.272504649977552	-0.294899950177429	-0.295304934394689	-0.23865865458938	-0.280188660131168	-0.310499077613443
LARP1	-0.572803219468764	-0.419971187488706	-0.553431817604353	-0.69286482497166	-0.483216597048704	-0.581875537362795
LARP1B	-0.268671506189345	-0.297857621210921	-0.396716123883747	-0.288562122264908	-0.273909280059025	-0.399642762294799
LATS1	-0.127106480421759	-0.102134966559401	-0.191014449998472	-0.139434052922909	-0.0121182105644502	-0.148340483784427
LATS2	-0.301243151511882	-0.231614518666609	-0.498209324245077	-0.43343370792335	-0.344964397185335	-0.447978570856183
LBX1	-0.123696877078677	-0.0987105424123931	-0.21783655837518	-0.168239029687775	-0.12492672994967	-0.167320791348167
LDB1	-0.323789077890374	-0.351618816112495	-0.451995613320648	-0.287440570613874	-0.393200572195747	-0.381943245773733
LDB2	-0.0482967009296413	-0.127929631280566	-0.263033062610972	-0.068657849727635	-0.0774124436551999	-0.306930872793475
LGALS9	-0.335491535055141	-0.387592393904646	-0.386953897714394	-0.366936628095205	-0.419424736277767	-0.295592135769319
LHFPL5	-0.232984001942848	-0.323114727232161	-0.137176320924407	-0.215206170257962	-0.335078932607101	-0.194002173595138
LIF	-0.177630381443719	-0.230773083388245	-0.322175440717185	-0.132420910496995	-0.229826230191284	-0.245178585973024
